6.500000000000000000e+00 8.000000000000000000e+00 -1.123299999999999965e+00 -1.696199999999999930e+00
6.500000000000000000e+00 8.375000000000000000e+00 -8.228999999999999648e-01 -1.771300000000000097e+00
6.500000000000000000e+00 8.525000000000000355e+00 -6.403999999999999693e-01 -1.865499999999999936e+00
6.500000000000000000e+00 8.724999999999999645e+00 -3.131999999999999784e-01 -2.026499999999999968e+00
6.500000000000000000e+00 8.875000000000000000e+00 4.279999999999999777e-02 -2.305800000000000072e+00
6.750000000000000000e+00 8.000000000000000000e+00 -1.174400000000000110e+00 -1.249800000000000022e+00
6.750000000000000000e+00 8.375000000000000000e+00 -8.598000000000000087e-01 -1.329399999999999915e+00
6.750000000000000000e+00 8.525000000000000355e+00 -6.689000000000000501e-01 -1.427300000000000013e+00
6.750000000000000000e+00 8.724999999999999645e+00 -3.356999999999999984e-01 -1.596600000000000019e+00
6.750000000000000000e+00 8.875000000000000000e+00 2.580000000000000002e-02 -1.888800000000000034e+00
7.000000000000000000e+00 8.000000000000000000e+00 -1.231300000000000061e+00 -8.186999999999999833e-01
7.000000000000000000e+00 8.375000000000000000e+00 -8.993999999999999773e-01 -9.023999999999999799e-01
7.000000000000000000e+00 8.525000000000000355e+00 -6.988999999999999657e-01 -1.001900000000000013e+00
7.000000000000000000e+00 8.724999999999999645e+00 -3.578999999999999959e-01 -1.174700000000000077e+00
7.000000000000000000e+00 8.875000000000000000e+00 1.119999999999999989e-02 -1.473799999999999999e+00
7.250000000000000000e+00 8.000000000000000000e+00 -1.286299999999999999e+00 -4.248000000000000109e-01
7.250000000000000000e+00 8.375000000000000000e+00 -9.382000000000000339e-01 -5.130000000000000115e-01
7.250000000000000000e+00 8.525000000000000355e+00 -7.289999999999999813e-01 -6.121999999999999664e-01
7.250000000000000000e+00 8.724999999999999645e+00 -3.800000000000000044e-01 -7.842999999999999972e-01
7.250000000000000000e+00 8.875000000000000000e+00 -3.200000000000000153e-03 -1.082400000000000029e+00
7.500000000000000000e+00 8.000000000000000000e+00 -1.325099999999999945e+00 -8.730000000000000260e-02
7.500000000000000000e+00 8.375000000000000000e+00 -9.668999999999999817e-01 -1.819999999999999951e-01
7.500000000000000000e+00 8.525000000000000355e+00 -7.521999999999999797e-01 -2.812999999999999945e-01
7.500000000000000000e+00 8.724999999999999645e+00 -3.963999999999999746e-01 -4.536999999999999922e-01
7.500000000000000000e+00 8.875000000000000000e+00 -1.460000000000000013e-02 -7.466000000000000414e-01
7.750000000000000000e+00 8.000000000000000000e+00 -1.343900000000000095e+00 1.826000000000000123e-01
7.750000000000000000e+00 8.375000000000000000e+00 -9.836000000000000298e-01 8.219999999999999529e-02
7.750000000000000000e+00 8.525000000000000355e+00 -7.663999999999999702e-01 -1.849999999999999908e-02
7.750000000000000000e+00 8.724999999999999645e+00 -4.047999999999999932e-01 -2.001999999999999891e-01
7.750000000000000000e+00 8.875000000000000000e+00 -1.969999999999999876e-02 -5.013999999999999568e-01
8.000000000000000000e+00 8.000000000000000000e+00 -1.349499999999999922e+00 3.770999999999999908e-01
8.000000000000000000e+00 8.375000000000000000e+00 -9.922999999999999599e-01 2.773999999999999799e-01
8.000000000000000000e+00 8.525000000000000355e+00 -7.752000000000000002e-01 1.771000000000000074e-01
8.000000000000000000e+00 8.724999999999999645e+00 -4.106000000000000205e-01 -2.060000000000000026e-02
8.000000000000000000e+00 8.875000000000000000e+00 -2.549999999999999836e-02 -3.618999999999999995e-01
8.250000000000000000e+00 8.000000000000000000e+00 -1.349499999999999922e+00 4.985999999999999877e-01
8.250000000000000000e+00 8.375000000000000000e+00 -9.969999999999999973e-01 4.056000000000000161e-01
8.250000000000000000e+00 8.525000000000000355e+00 -7.819000000000000394e-01 3.091999999999999749e-01
8.250000000000000000e+00 8.724999999999999645e+00 -4.183000000000000052e-01 9.900000000000000466e-02
8.250000000000000000e+00 8.875000000000000000e+00 -3.950000000000000039e-02 -3.018000000000000127e-01
8.500000000000000000e+00 8.000000000000000000e+00 -1.348400000000000043e+00 5.646999999999999797e-01
8.500000000000000000e+00 8.375000000000000000e+00 -9.999000000000000110e-01 4.796000000000000263e-01
8.500000000000000000e+00 8.525000000000000355e+00 -7.874999999999999778e-01 3.887999999999999790e-01
8.500000000000000000e+00 8.724999999999999645e+00 -4.284000000000000030e-01 1.748000000000000109e-01
8.500000000000000000e+00 8.875000000000000000e+00 -5.999999999999999778e-02 -2.715000000000000191e-01
