,redshift,Xe_H,Xe_He,Xe,T_matter
249,7510.0,1.0,0.0795133856495,1.158990026,20467.475
250,7500.0,1.0,0.0795133856495,1.15898856026,20440.225
251,7490.0,1.0,0.0795133856495,1.15898703182,20412.975
252,7480.0,1.0,0.0795133856495,1.15898543783,20385.725
253,7470.0,1.0,0.0795133856495,1.15898377531,20358.475
254,7460.0,1.0,0.0795133856495,1.1589820411,20331.225
255,7450.0,1.0,0.0795133856495,1.15898023193,20303.975
256,7440.0,1.0,0.0795133856495,1.15897834434,20276.725
257,7430.0,1.0,0.0795133856495,1.15897637471,20249.475
258,7420.0,1.0,0.0795133856495,1.15897431925,20222.225
259,7410.0,1.0,0.0795133856495,1.15897217398,20194.975
260,7400.0,1.0,0.0795133856495,1.15896993473,20167.725
261,7390.0,1.0,0.0795133856495,1.15896759711,20140.475
262,7380.0,1.0,0.0795133856495,1.15896515653,20113.225
263,7370.0,1.0,0.0795133856495,1.15896260817,20085.975
264,7360.0,1.0,0.0795133856495,1.15895994696,20058.725
265,7350.0,1.0,0.0795133856495,1.15895716759,20031.475
266,7340.0,1.0,0.0795133856495,1.15895426448,20004.225
267,7330.0,1.0,0.0795133856495,1.15895123178,19976.975
268,7320.0,1.0,0.0795133856495,1.15894806333,19949.725
269,7310.0,1.0,0.0795133856495,1.15894475269,19922.475
270,7300.0,1.0,0.0795133856495,1.15894129306,19895.225
271,7290.0,1.0,0.0795133856495,1.15893767734,19867.975
272,7280.0,1.0,0.0795133856495,1.15893389803,19840.725
273,7270.0,1.0,0.0795133856495,1.15892994728,19813.475
274,7260.0,1.0,0.0795133856495,1.15892581682,19786.225
275,7250.0,1.0,0.0795133856495,1.15892149799,19758.975
276,7240.0,1.0,0.0795133856495,1.15891698165,19731.725
277,7230.0,1.0,0.0795133856495,1.15891225822,19704.475
278,7220.0,1.0,0.0795133856495,1.15890731763,19677.225
279,7210.0,1.0,0.0795133856495,1.15890214929,19649.975
280,7200.0,1.0,0.0795133856495,1.15889674205,19622.725
281,7190.0,1.0,0.0795133856495,1.1588910842,19595.475
282,7180.0,1.0,0.0795133856495,1.15888516344,19568.225
283,7170.0,1.0,0.0795133856495,1.15887896679,19540.975
284,7160.0,1.0,0.0795133856495,1.15887248065,19513.725
285,7150.0,1.0,0.0795133856495,1.15886569068,19486.475
286,7140.0,1.0,0.0795133856495,1.1588585818,19459.225
287,7130.0,1.0,0.0795133856495,1.15885113815,19431.975
288,7120.0,1.0,0.0795133856495,1.15884334302,19404.725
289,7110.0,1.0,0.0795133856495,1.15883517885,19377.475
290,7100.0,1.0,0.0795133856495,1.15882662715,19350.225
291,7090.0,1.0,0.0795133856495,1.15881766845,19322.975
292,7080.0,1.0,0.0795133856495,1.15880828226,19295.725
293,7070.0,1.0,0.0795133856495,1.15879844701,19268.475
294,7060.0,1.0,0.0795133856495,1.15878813999,19241.225
295,7050.0,1.0,0.0795133856495,1.15877733726,19213.975
296,7040.0,1.0,0.0795133856495,1.15876601366,19186.725
297,7030.0,1.0,0.0795133856495,1.15875414263,19159.475
298,7020.0,1.0,0.0795133856495,1.15874169625,19132.225
299,7010.0,1.0,0.0795133856495,1.15872864508,19104.975
300,7000.0,1.0,0.0795133856495,1.1587149581,19077.725
301,6990.0,1.0,0.0795133856495,1.15870060265,19050.475
302,6980.0,1.0,0.0795133856495,1.15868554431,19023.225
303,6970.0,1.0,0.0795133856495,1.1586697468,18995.975
304,6960.0,1.0,0.0795133856495,1.1586531719,18968.725
305,6950.0,1.0,0.0795133856495,1.15863577933,18941.475
306,6940.0,1.0,0.0795133856495,1.15861752664,18914.225
307,6930.0,1.0,0.0795133856495,1.15859836907,18886.975
308,6920.0,1.0,0.0795133856495,1.15857825947,18859.725
309,6910.0,1.0,0.0795133856495,1.15855714811,18832.475
310,6900.0,1.0,0.0795133856495,1.15853498258,18805.225
311,6890.0,1.0,0.0795133856495,1.15851170763,18777.975
312,6880.0,1.0,0.0795133856495,1.158487265,18750.725
313,6870.0,1.0,0.0795133856495,1.15846159327,18723.475
314,6860.0,1.0,0.0795133856495,1.15843462771,18696.225
315,6850.0,1.0,0.0795133856495,1.15840630002,18668.975
316,6840.0,1.0,0.0795133856495,1.15837653824,18641.725
317,6830.0,1.0,0.0795133856495,1.15834526646,18614.475
318,6820.0,1.0,0.0795133856495,1.15831240466,18587.225
319,6810.0,1.0,0.0795133856495,1.15827786846,18559.975
320,6800.0,1.0,0.0795133856495,1.1582415689,18532.725
321,6790.0,1.0,0.0795133856495,1.15820341217,18505.475
322,6780.0,1.0,0.0795133856495,1.1581632994,18478.225
323,6770.0,1.0,0.0795133856495,1.15812112632,18450.975
324,6760.0,1.0,0.0795133856495,1.15807678303,18423.725
325,6750.0,1.0,0.0795133856495,1.15803015366,18396.475
326,6740.0,1.0,0.0795133856495,1.1579811161,18369.225
327,6730.0,1.0,0.0795133856495,1.15792954165,18341.975
328,6720.0,1.0,0.0795133856495,1.15787529465,18314.725
