,redshift,Xe
952,471.347570201,0.000436497093992
953,461.318919771,0.000424166376451
954,451.290269341,0.000412420735234
955,441.261618911,0.000401217628432
956,431.232968481,0.000390518646227
957,421.204318052,0.000380288047686
958,411.175667622,0.000370494307203
959,401.147017192,0.000361107880206
960,391.118366762,0.000352101776876
961,381.089716332,0.000343451256647
962,371.061065903,0.000335133422962
963,361.032415473,0.000327127190375
964,351.003765043,0.00031941298479
965,340.975114613,0.000311972649496
966,330.946464183,0.000304789281002
967,320.917813754,0.000297847075615
968,310.889163324,0.000291131275434
969,300.860512894,0.000284627961101
970,290.831862464,0.000278324106233
971,280.803212034,0.000272207258361
972,270.774561605,0.000266265717073
973,260.745911175,0.000260488175003
974,250.717260745,0.000254863895046
975,240.688610315,0.000249382472586
976,230.659959885,0.00024403387403
977,220.631309456,0.000238808178115
978,210.602659026,0.000233695709279
979,200.574008596,0.000228686845854
980,190.545358166,0.000234051077015
981,180.516707736,0.000229147772572
982,170.488057307,0.000224318322363
983,160.459406877,0.000219551655715
984,150.430756447,0.000214836006868
985,140.402106017,0.000210158654797
986,130.373455587,0.000205505583798
987,120.344805158,0.000200861030493
988,110.316154728,0.000196206861133
989,100.287504298,0.00019152168949
990,90.2588538682,0.000186779584105
991,80.2302034384,0.000181948098571
992,70.2015530086,0.00017698512862
993,60.1729025788,0.000171833608001
994,50.144252149,0.000166411893274
995,40.1156017192,0.000160594634107
996,30.0869512894,0.000154169402608
997,20.0583008596,0.00014671685283
998,10.0296504298,0.000137139829478
999,0.0,0.000119152195187
